State,Account_length,Intl_plan,Voicemail_message,day_call,day_charge,eve_call,eve_charge,night_call,night_charge,intl_call,intl_charge,CS_calls,Churn
TX,130,No,0,127,20.49,52,16.12,107,12.15,2,3.86,1,0
OH,56,No,0,90,15.49,115,15.24,89,13.53,8,3.21,2,0
DE,117,No,0,137,28.7,107,20.52,106,9.22,4,4.19,0,0
VT,126,No,0,88,38.45,114,11.93,110,9.4,2,1.73,0,0
OR,132,No,0,107,32.62,127,17.59,88,12.24,2,3.4,1,0
NV,81,No,28,147,28.54,105,16.21,103,8.69,6,2.48,4,1
NC,122,No,0,88,30.6,77,12.33,120,10.52,6,3.11,2,0
NJ,46,No,0,67,43.76,91,22.19,107,9.2,5,3.62,2,1
ID,99,No,0,83,27.15,121,13.21,114,11.51,3,2.27,1,0
AL,87,No,0,124,40.32,87,18.92,81,7.8,3,2.97,1,0
AK,108,No,0,129,17.51,103,20.6,89,7.66,3,2.13,1,0
PA,53,No,0,86,34.87,95,13.64,142,6.73,2,2.89,3,0
NV,144,Yes,0,69,25.5,73,24.3,121,8.58,15,2.54,0,0
AL,91,No,23,97,39.51,88,15.81,128,8.57,3,3.32,3,0
GA,58,No,0,100,28.12,87,9.83,118,8.72,5,3.46,2,0
AR,5,No,0,106,33.86,12,15.92,85,9.63,3,3.59,3,0
MA,97,No,0,81,36.99,51,27.24,110,6.78,3,1.13,0,0
MO,142,No,30,75,26.18,97,14.09,83,12.15,5,2.92,1,0
NY,9,No,31,130,32.95,98,17.22,102,8.6,2,3.59,1,0
AZ,73,No,0,130,29.82,105,21.09,85,5.51,4,3.29,0,0
WV,43,No,0,147,39.13,121,15.87,100,5.78,3,2.48,0,0
NM,122,No,33,103,29.73,105,21.1,116,7.41,3,3.65,1,1
SC,93,No,0,68,32.33,64,22.29,92,5.85,4,2.38,0,0
VT,85,No,0,122,29.99,123,19.12,50,9.88,1,3.11,1,0
LA,87,No,0,90,38.88,99,13.86,90,6.93,3,3.19,1,0
OH,137,No,0,90,24.48,100,15.44,93,5.76,2,3.32,0,0
OR,21,No,31,90,23.1,84,23.04,89,8.06,7,2.57,6,0
KY,104,No,0,77,22.19,117,11.15,63,11.91,6,3.51,0,0
GA,93,No,21,105,22.81,128,13.81,90,8.4,2,3.19,4,1
VT,63,No,0,102,47.26,114,22.64,118,10.08,4,3.54,4,1
OR,161,No,0,70,17.92,122,18.26,126,10.06,5,2.11,0,0
MO,103,No,24,85,19.01,102,20.37,81,12.07,4,1.86,1,0
ND,84,No,33,106,27.05,101,12.73,108,9.6,18,3.51,1,0
MN,92,No,0,105,36.11,118,19.09,105,9.96,4,2.43,1,0
NV,77,No,0,112,24.19,111,26.04,82,8.84,1,2.67,1,0
NY,64,Yes,0,55,58.96,79,21.21,102,12.39,9,3.59,1,1
FL,159,No,15,102,19.36,146,12.35,137,8.78,9,3.19,1,0
KS,110,Yes,27,103,45.54,74,22.38,106,8.01,2,2.24,1,1
NV,138,No,0,117,29.14,128,9.79,115,10.1,4,4.59,3,0
NV,178,No,0,150,46.82,62,15.94,126,6.62,3,3.67,1,0
SC,38,No,31,118,33.52,70,21.24,104,13.45,2,1.05,0,0
MI,45,No,26,104,15.59,119,12.8,103,2.85,5,2.08,1,0
TN,70,No,0,99,21.47,106,12.04,96,11.52,2,2.59,0,0
NY,147,No,33,107,42.76,110,19.9,87,9.6,6,2.81,3,0
NV,94,No,0,108,32.4,95,12.95,97,6.51,5,2.03,1,0
IL,179,No,0,101,19.74,99,17.15,103,8.19,5,3.13,0,0
ND,59,No,0,80,30.5,99,19.76,105,7.91,3,3.97,0,0
NC,165,No,0,109,35.31,94,14.01,91,2.45,3,2.13,0,0
MI,133,No,0,138,47.14,117,19.41,103,5.28,4,3.46,2,1
TN,140,No,0,84,21.3,121,14.25,94,11.73,4,2.27,1,0
VT,93,No,32,91,23.48,72,14.22,115,10.75,3,1.84,2,0
DE,64,No,27,101,34.22,89,12.22,127,6.76,3,3.32,1,0
OR,48,No,0,92,32.37,85,26.99,113,6.0,4,2.24,2,0
NY,181,No,0,91,24.36,58,16.62,95,10.05,7,1.62,1,0
MO,168,No,42,57,16.56,98,17.31,124,7.83,2,3.08,2,0
FL,155,No,0,111,30.84,92,14.25,122,7.58,3,3.05,3,0
NY,11,No,0,130,24.38,50,24.6,100,8.73,6,2.62,2,0
ND,182,No,0,111,17.83,120,16.87,91,11.62,5,2.16,2,0
OH,102,No,0,125,19.52,126,6.96,101,13.69,4,3.24,0,0
AL,122,No,0,96,39.53,120,17.47,91,9.62,2,3.21,0,0
SC,41,No,0,117,24.41,108,12.95,110,8.75,3,2.32,1,0
GA,132,No,0,132,30.04,80,20.75,120,7.93,4,2.46,2,0
WY,76,No,0,148,44.78,69,19.58,101,7.68,5,3.08,1,1
HI,115,No,33,72,24.65,157,16.53,138,10.9,3,3.83,2,0
LA,154,No,0,99,28.37,97,13.17,89,8.52,5,1.94,0,0
AR,100,No,0,87,24.23,88,16.63,117,5.49,8,2.11,2,0
AK,146,Yes,0,65,22.61,93,22.34,128,9.64,3,3.02,1,0
AL,67,No,28,94,16.15,73,24.75,114,7.18,2,2.7,2,0
UT,161,Yes,0,106,33.01,105,21.2,129,11.47,1,3.48,1,1
KS,70,No,0,114,37.88,113,18.35,122,10.06,0,0.0,1,0
VA,99,No,42,125,36.72,104,19.75,100,9.7,4,2.51,2,1
UT,87,No,0,108,24.87,102,14.6,66,7.54,9,1.43,1,0
IN,87,No,0,85,39.92,91,11.98,93,9.19,5,2.57,1,0
CT,70,No,0,111,33.76,115,18.18,105,7.7,6,2.86,2,0
MO,119,No,32,77,24.24,126,17.7,102,7.69,2,3.24,3,0
RI,87,Yes,0,80,22.81,71,14.03,102,7.79,5,2.89,0,0
CA,112,No,0,92,19.02,143,9.69,79,6.61,3,3.81,5,1
RI,75,No,0,89,20.88,104,17.96,91,11.76,2,2.89,2,0
CT,150,No,0,77,32.18,105,18.78,117,10.74,5,2.48,4,0
IN,161,No,38,112,40.87,102,17.15,112,9.27,6,4.35,0,0
FL,91,Yes,24,112,15.9,128,15.59,133,10.83,3,2.67,0,0
KS,124,No,0,104,26.96,77,17.95,104,8.07,8,2.75,3,0
RI,158,No,0,129,37.55,108,20.59,75,10.5,5,1.73,0,0
NV,102,No,0,87,24.55,128,22.65,59,9.79,7,1.92,0,0
UT,85,No,0,107,36.09,103,19.41,116,7.35,3,2.08,0,0
OK,79,No,0,72,24.99,102,14.08,107,10.94,9,2.27,1,0
MN,139,No,25,112,16.35,70,15.21,84,8.19,10,3.48,2,0
NC,103,No,0,118,44.78,69,15.22,112,9.66,2,2.78,0,0
OR,98,Yes,0,67,2.13,90,21.81,88,7.62,9,2.08,1,0
NH,78,No,0,116,27.59,86,16.35,100,10.83,3,2.73,2,0
AK,50,No,0,107,31.21,118,4.98,99,9.12,3,2.35,1,0
WV,86,No,38,158,20.91,119,11.38,103,6.22,4,3.59,1,0
GA,92,No,0,125,35.36,76,16.91,97,3.44,6,2.32,0,0
NM,174,No,0,72,40.66,124,16.02,116,4.75,3,2.38,1,0
OH,124,No,0,97,32.81,99,7.63,104,7.78,3,4.13,1,0
RI,190,No,26,71,19.84,88,12.4,103,7.88,3,2.67,1,0
HI,101,No,0,127,15.95,104,12.75,116,10.85,2,2.89,1,0
WY,185,Yes,30,114,26.2,106,10.09,105,11.63,3,3.48,2,0
NY,68,No,29,82,40.72,105,17.32,70,7.55,6,2.67,0,0
KS,117,No,25,140,36.72,69,19.05,112,12.06,4,3.19,0,0
LA,118,No,0,97,31.86,89,15.11,97,10.5,6,3.29,1,0
PA,124,No,0,119,28.46,143,19.82,115,4.93,5,2.78,0,0
NV,22,No,0,108,27.27,88,18.54,115,8.68,4,3.38,1,0
MN,75,No,0,92,24.34,142,17.77,96,7.79,9,3.21,1,0
MO,164,No,25,88,37.25,99,12.88,60,2.25,6,3.86,1,0
ME,177,No,0,106,39.58,97,14.89,77,9.55,7,3.38,2,0
NH,110,No,0,81,27.54,89,21.04,99,7.0,8,2.4,0,0
MN,158,No,0,112,35.68,82,18.81,93,9.45,3,2.21,1,0
OH,114,No,0,88,32.56,78,14.89,118,9.91,0,0.0,0,0
NC,64,No,19,150,49.49,123,19.27,67,9.86,2,2.03,1,0
KY,111,No,0,97,43.5,129,17.35,84,7.71,5,3.32,3,0
MT,60,No,0,97,42.96,121,18.79,100,4.95,4,3.35,2,0
NJ,113,No,0,72,22.46,107,21.04,123,11.08,6,1.86,3,0
FL,109,No,0,115,36.89,142,17.6,106,12.06,4,2.21,1,0
IN,105,No,42,79,17.32,97,18.96,77,10.87,2,3.48,0,0
DE,85,No,0,100,35.96,88,15.69,131,7.39,4,3.59,2,0
AL,131,No,0,86,26.08,81,16.87,83,7.4,3,2.81,0,0
ME,59,No,0,95,28.27,87,20.34,108,5.54,3,2.7,2,0
SD,148,No,0,87,31.48,96,14.48,104,7.43,13,2.57,1,0
VA,210,No,0,121,17.78,71,12.71,67,11.48,8,1.76,2,0
ID,106,No,0,120,46.65,82,16.88,62,7.24,3,1.62,1,0
KY,57,No,29,121,47.58,109,18.96,94,11.33,2,3.51,1,0
ND,98,No,0,127,31.82,88,16.63,129,8.18,4,1.38,1,0
HI,157,No,0,95,46.95,119,14.09,79,6.82,4,0.59,3,0
WI,116,No,35,104,34.07,89,23.19,100,9.65,4,2.24,1,0
WV,30,No,0,96,27.59,122,20.74,89,8.1,4,2.46,2,0
NJ,111,No,0,128,30.07,56,8.74,84,9.62,2,2.84,4,1
KS,52,No,0,78,28.14,89,17.47,124,9.61,6,3.29,0,0
NJ,135,No,28,100,34.24,117,20.95,131,6.97,4,3.48,2,1
NC,86,No,0,115,32.39,130,15.27,89,11.63,5,2.73,3,0
WY,151,No,0,104,40.1,91,6.85,116,9.58,2,1.57,3,0
NY,117,No,0,115,24.58,66,22.0,113,11.39,9,2.0,2,0
ID,82,No,0,93,17.17,104,13.23,93,13.7,2,3.59,0,0
IA,152,No,0,98,35.07,82,24.89,121,1.97,4,2.86,1,0
TN,108,No,15,85,28.07,93,22.7,114,11.28,4,2.94,1,0
OH,98,No,0,129,28.05,113,17.22,94,7.75,7,3.38,1,1
MA,47,No,0,116,26.4,85,16.0,73,11.12,4,3.32,3,0
OK,189,No,0,106,35.41,123,20.12,120,8.06,5,3.05,3,0
NE,159,No,0,105,32.15,147,20.92,106,10.89,5,2.81,1,1
VA,11,No,24,98,22.36,111,19.57,87,12.77,3,2.7,2,0
MT,111,No,0,75,24.19,106,10.44,94,10.33,9,3.46,2,0
VT,99,No,19,103,14.91,86,18.96,112,8.2,4,1.97,2,0
VA,114,Yes,31,104,29.67,92,19.06,91,5.23,10,3.32,2,0
AL,71,No,0,103,17.56,79,11.77,98,7.42,2,2.43,2,0
AL,100,No,25,94,41.92,112,12.02,109,8.54,5,3.51,1,0
WV,83,No,37,109,13.35,101,17.89,102,8.09,4,3.19,1,0
NV,64,No,0,73,25.18,101,14.02,125,9.72,2,3.32,5,1
TN,105,No,0,84,35.05,138,21.79,91,5.27,3,2.43,1,0
ID,144,No,33,87,42.77,118,16.8,97,9.41,3,3.29,2,0
WY,106,Yes,26,111,45.95,90,18.29,133,11.43,7,3.89,1,1
TX,19,No,34,97,26.62,97,19.06,135,11.74,1,3.05,1,0
MA,46,No,0,81,23.7,113,19.01,77,7.79,6,3.67,1,0
IL,127,No,0,108,37.43,124,16.01,113,7.77,3,3.16,2,0
LA,9,No,39,108,36.4,115,14.38,117,8.54,3,2.73,1,0
CO,157,No,0,74,33.32,96,18.14,81,8.86,6,2.13,1,0
UT,105,No,0,71,18.09,83,20.41,114,6.65,4,1.43,6,1
ID,31,No,0,129,30.14,105,12.99,92,7.33,2,1.38,0,0
MN,95,No,32,123,44.57,82,14.04,57,8.74,5,2.86,0,0
GA,132,No,0,106,32.86,94,10.91,119,7.29,4,3.13,5,1
HI,119,No,24,94,36.92,52,11.79,85,6.27,4,3.05,0,0
AL,16,No,0,89,35.62,85,14.69,102,4.23,4,2.38,1,0
CT,99,No,0,105,16.22,101,17.61,117,6.12,5,1.51,1,0
CO,76,No,26,110,36.48,87,17.44,140,6.06,2,2.19,1,0
KS,167,No,0,120,22.37,96,17.96,97,7.57,4,3.0,4,1
NJ,129,No,0,117,28.63,129,18.45,100,3.67,7,3.19,1,0
FL,116,No,0,123,24.89,113,15.01,102,9.57,5,2.11,1,0
CA,60,Yes,0,110,31.11,93,17.57,119,9.17,6,3.0,1,0
TX,47,No,28,70,19.07,106,13.16,105,7.5,2,2.86,0,0
MN,40,Yes,0,55,29.02,108,15.22,89,12.69,9,2.21,3,0
AK,173,No,0,78,29.33,91,12.12,63,4.59,2,2.94,0,0
OR,157,No,30,107,33.03,108,20.67,114,14.5,5,1.92,1,0
MS,66,No,32,117,31.93,90,11.03,113,5.95,3,3.24,2,0
VT,50,Yes,26,94,52.21,78,24.6,109,7.87,3,2.16,0,0
UT,72,No,0,106,20.09,136,14.21,106,9.64,3,3.29,3,0
KS,130,No,0,95,26.18,106,17.5,75,10.52,1,3.48,1,0
NV,143,No,0,101,26.44,89,18.14,61,10.71,11,2.05,1,0
TX,32,No,0,88,26.84,132,15.37,102,5.96,3,3.46,1,0
MA,166,No,0,81,34.58,110,14.25,124,5.94,5,2.48,2,0
CA,72,No,39,98,15.78,115,23.05,83,7.52,7,1.57,1,0
IA,134,No,32,78,36.86,111,8.69,83,7.83,2,2.32,0,0
NH,13,No,0,89,32.84,90,16.52,104,8.39,2,2.62,4,0
GA,90,No,0,108,19.24,63,16.09,124,12.23,4,3.81,3,0
WI,111,No,36,54,28.25,109,20.3,92,4.9,2,3.02,3,0
CO,101,No,23,101,44.57,80,13.35,100,5.81,14,1.97,1,0
SC,72,No,0,92,35.33,110,16.63,124,8.32,4,3.54,0,0
MI,67,No,35,89,41.72,102,12.6,136,12.33,6,2.03,1,0
MD,172,No,0,108,48.81,125,15.16,98,6.89,2,3.89,3,1
IN,154,No,32,82,32.69,134,14.05,74,9.23,1,2.43,2,0
ME,69,No,0,122,33.01,81,20.58,80,9.71,3,2.62,2,0
DC,123,No,0,92,35.87,102,18.45,104,9.67,7,2.65,3,0
TN,130,No,12,92,24.12,102,19.46,101,8.78,5,2.35,0,0
FL,142,No,26,94,37.49,126,20.36,109,11.44,9,1.59,2,0
HI,87,No,28,106,24.4,147,19.0,69,7.89,5,3.02,0,0
NE,149,No,0,56,26.52,116,4.76,104,7.35,8,2.4,0,0
TN,146,Yes,0,63,27.22,112,17.71,98,7.99,3,2.48,2,0
MD,88,Yes,0,98,39.97,79,21.4,76,12.87,2,1.94,4,1
VT,48,No,0,63,32.03,89,14.1,71,9.26,2,3.56,1,0
OR,135,No,0,97,33.12,118,20.0,126,7.85,3,2.97,1,0
IN,100,No,0,117,42.13,95,11.05,125,6.04,2,1.86,1,0
MO,98,No,0,80,37.6,104,18.16,89,13.13,3,3.21,4,0
FL,75,No,26,86,20.15,118,18.18,99,5.97,3,3.62,2,0
DC,180,No,33,78,39.41,79,19.8,121,9.31,4,2.05,1,0
VT,100,No,25,90,36.7,92,21.92,157,8.11,4,3.13,1,0
OH,119,No,35,92,36.91,134,18.77,93,11.23,5,2.16,2,0
LA,155,No,39,106,31.16,101,17.43,90,11.87,7,1.38,1,0
IL,78,Yes,0,141,40.26,101,22.55,77,6.86,2,2.57,1,1
NJ,153,No,0,90,32.95,121,16.6,108,8.22,3,2.3,1,0
NE,154,No,0,93,32.54,119,17.46,121,9.26,3,2.75,3,0
WV,48,No,0,67,46.78,108,15.32,110,7.15,2,2.13,1,0
ND,94,No,0,85,29.58,114,20.49,94,9.35,1,2.13,1,0
UT,139,No,0,132,28.05,86,21.22,128,7.66,8,3.4,1,0
MS,126,No,0,102,38.88,99,14.34,100,10.06,4,3.19,1,0
MN,122,No,0,88,18.34,109,20.04,119,10.29,3,2.57,2,0
KS,131,No,28,87,42.43,138,19.31,92,10.8,3,2.05,3,0
KS,36,No,0,83,30.36,103,18.11,119,8.91,5,2.94,1,0
NV,180,No,0,96,23.63,64,19.12,118,7.69,5,4.24,2,0
MT,25,No,0,98,22.83,109,17.2,100,8.82,5,3.4,2,0
AK,120,No,0,97,30.33,113,14.31,93,5.42,9,2.51,1,0
AR,109,No,0,101,29.02,82,20.42,112,5.36,4,3.08,2,0
LA,162,No,33,139,31.37,78,15.57,106,5.73,6,3.32,0,0
KS,124,No,37,109,27.4,79,17.36,87,10.42,4,2.4,1,0
OR,177,No,0,77,14.43,109,21.89,66,9.47,5,2.03,2,0
WI,91,No,0,71,37.04,116,19.56,110,10.44,2,2.86,1,0
CO,105,No,0,98,46.05,110,19.23,60,8.05,5,2.38,0,1
KS,24,No,0,91,41.31,77,15.63,109,8.29,6,4.13,0,1
IA,86,No,0,115,21.47,112,14.35,95,6.96,7,2.65,2,0
NE,91,No,0,109,27.03,142,21.68,73,3.71,4,2.73,0,0
OH,147,Yes,24,118,37.38,116,17.72,111,15.86,4,2.19,3,0
TN,108,No,34,83,27.56,117,14.6,76,11.69,3,2.59,4,1
OK,159,No,0,107,33.8,91,16.62,120,9.6,7,4.46,5,0
ND,136,Yes,0,90,43.66,104,19.56,82,6.46,10,2.46,3,0
NC,45,No,38,92,33.46,108,21.61,85,11.78,2,2.08,1,0
MN,122,No,0,120,23.82,128,19.67,127,8.46,5,3.02,2,0
MN,138,No,0,83,33.03,97,16.14,102,10.45,3,2.43,5,0
MA,132,No,0,66,19.99,108,18.19,94,10.78,5,2.38,1,0
GA,58,No,0,105,41.33,108,19.67,120,8.14,4,2.11,2,0
NV,81,No,0,132,24.72,91,10.99,109,8.39,4,1.4,1,0
TX,87,No,0,105,28.75,102,14.44,106,11.02,10,2.67,3,0
ME,116,No,0,93,38.98,111,15.68,91,7.57,3,2.38,2,0
MN,62,No,33,84,31.69,136,17.09,103,12.9,3,3.0,2,1
TN,98,No,0,65,27.68,109,15.73,104,9.88,3,1.62,2,0
RI,107,Yes,0,83,33.05,84,21.06,93,11.04,7,3.02,2,0
NC,30,No,0,76,24.65,112,20.46,134,8.87,4,1.92,3,0
MA,40,No,31,69,38.2,81,11.43,104,5.41,5,2.03,1,1
TN,72,No,0,79,24.99,103,13.8,80,7.33,4,2.84,1,0
WY,95,No,39,130,44.34,111,18.14,97,8.8,5,2.73,1,0
IA,42,No,0,127,26.42,45,13.95,128,7.1,3,2.43,0,0
IN,86,No,0,112,28.25,81,21.7,97,10.26,7,1.46,1,0
FL,55,No,45,114,22.19,94,17.71,114,6.37,5,2.97,4,1
MT,74,No,0,102,27.66,105,24.82,80,8.25,6,2.35,0,0
ND,81,Yes,37,76,40.31,125,22.46,120,12.21,3,2.13,1,0
MI,81,No,0,102,28.25,112,18.5,68,9.91,2,3.56,4,0
MT,28,No,0,48,20.69,112,10.69,122,11.77,2,2.24,6,1
AL,111,No,0,62,29.99,124,17.09,138,6.77,2,3.02,0,0
NV,3,No,27,116,11.46,78,20.74,93,12.65,2,3.08,2,0
FL,68,No,24,118,29.92,116,23.62,71,7.86,7,3.97,1,0
NY,163,No,0,77,42.11,108,22.91,82,7.53,7,2.59,0,1
KS,87,No,0,90,19.62,68,22.32,69,11.06,5,3.54,2,0
NC,58,No,0,95,19.07,108,17.82,78,11.74,1,3.75,0,1
MN,109,No,0,138,27.64,109,13.09,118,9.44,4,3.11,0,0
RI,111,No,0,107,39.0,99,18.2,95,13.03,6,2.81,4,0
UT,144,No,0,96,23.73,93,10.56,75,4.3,4,4.05,2,0
OR,135,No,0,66,44.85,116,21.36,112,9.0,2,2.27,5,1
SC,109,No,46,123,36.98,84,19.86,99,7.38,3,2.43,4,0
IL,107,No,14,132,19.43,91,16.98,74,8.76,8,2.03,1,0
OH,149,No,0,108,33.37,96,11.63,87,6.96,3,2.08,2,0
MA,56,No,0,95,43.04,116,15.98,133,6.39,4,1.19,1,0
OR,129,No,0,99,16.66,62,20.46,123,11.47,4,2.84,0,0
CA,92,No,0,118,42.4,95,17.98,116,7.61,3,2.46,0,0
WV,67,No,30,107,22.03,104,19.81,93,13.37,5,3.92,1,0
VT,120,No,0,106,37.62,98,22.75,80,5.02,7,2.51,0,0
GA,76,No,0,61,34.61,127,13.74,97,7.92,3,2.27,0,0
ME,79,No,0,110,36.31,121,19.97,157,10.33,3,2.38,2,0
HI,98,No,31,112,30.87,100,18.76,121,10.63,4,3.48,2,0
AZ,141,No,22,123,36.62,98,27.94,89,7.22,6,2.11,1,0
IA,46,No,0,111,33.86,83,14.88,84,9.48,2,2.75,3,0
CT,137,No,0,130,19.55,83,11.71,61,10.08,4,1.97,3,0
WA,171,No,0,69,45.99,112,19.55,111,6.12,5,2.59,1,1
VA,10,No,0,127,37.77,125,13.01,80,10.23,4,3.48,1,0
CO,88,No,0,78,10.52,114,22.32,110,9.56,2,2.38,3,0
TX,82,No,0,81,32.16,117,15.67,83,11.51,5,2.86,3,1
SD,139,No,0,135,33.32,146,15.81,92,6.89,1,2.65,3,0
VA,87,No,0,119,29.17,107,17.43,114,7.68,4,3.73,0,0
NY,137,Yes,0,123,29.58,115,13.71,98,11.73,3,3.08,2,0
WA,45,No,0,106,13.36,110,15.92,111,8.29,5,2.0,1,1
TN,103,No,0,123,24.02,87,21.56,96,9.71,2,1.73,1,0
CT,100,No,0,130,40.09,69,14.96,122,2.86,1,1.97,2,0
WA,110,No,0,100,31.47,88,14.03,104,5.02,4,1.7,3,0
NH,124,No,0,113,43.23,104,6.71,69,6.89,2,3.19,2,0
MT,10,No,0,103,31.11,77,18.26,73,9.29,6,2.35,2,0
NE,89,No,29,80,27.8,136,23.36,147,17.19,5,2.03,2,0
WA,121,No,0,98,35.34,96,17.89,114,4.93,2,2.08,2,0
WI,101,No,0,102,42.26,93,14.87,86,9.32,3,1.65,3,0
AR,103,No,31,105,31.52,126,16.8,110,6.62,4,3.92,2,0
WI,51,No,0,60,33.63,64,18.79,134,7.59,5,2.4,1,0
DE,2,Yes,0,42,22.46,88,11.81,119,8.67,1,2.46,2,1
NH,111,No,0,117,33.51,128,19.36,101,9.63,11,2.51,0,0
VA,118,No,0,112,26.28,105,15.66,102,9.78,5,3.4,2,0
TN,17,No,31,115,26.03,59,15.8,102,10.09,1,2.7,6,1
VA,130,No,0,119,35.9,120,19.64,80,9.94,9,1.7,2,0
AZ,137,No,0,91,23.99,100,12.51,75,11.46,7,2.16,2,0
MT,185,No,29,121,25.69,88,20.8,91,6.95,2,3.73,2,0
OK,101,No,0,107,35.63,96,19.45,85,7.76,2,2.05,3,0
ID,95,No,32,109,41.99,91,10.68,90,10.19,4,2.84,3,0
KS,126,No,0,99,54.62,93,14.27,106,8.71,4,2.16,1,1
MS,124,No,0,85,42.76,98,18.21,71,8.37,6,3.0,3,0
WY,97,Yes,0,107,40.27,105,13.4,120,10.85,2,1.97,0,1
TX,28,No,0,79,27.15,131,18.42,116,9.3,3,2.51,2,0
WA,90,Yes,0,96,25.19,111,18.73,97,6.04,1,2.48,4,1
HI,190,No,0,86,25.65,129,22.83,73,8.1,1,3.97,1,0
AK,52,No,24,71,29.05,80,17.12,124,7.15,5,1.11,2,0
MD,73,No,0,80,43.3,79,7.67,60,6.9,8,2.86,0,0
SD,98,No,0,0,0.0,130,13.57,88,7.52,1,1.84,4,1
PA,106,Yes,0,45,22.73,107,15.96,89,8.19,2,2.89,1,1
NC,111,No,0,117,38.23,127,16.31,97,10.35,3,2.78,0,0
VT,59,No,0,98,25.81,92,17.84,86,12.01,5,3.21,1,0
KY,71,No,22,107,24.04,105,13.86,99,9.9,3,1.51,2,0
WA,55,No,0,124,48.57,106,19.63,140,10.38,7,4.0,0,1
LA,13,No,0,121,9.93,64,22.29,115,7.15,5,3.21,1,0
WA,136,No,16,105,15.37,109,17.11,115,10.22,4,3.54,0,0
ME,123,No,0,91,19.45,123,18.41,102,11.28,3,2.97,0,0
WI,105,No,0,103,25.11,78,18.93,102,7.36,3,3.46,2,0
TX,50,No,31,93,51.46,119,20.44,103,8.73,14,3.67,3,0
IA,118,No,0,120,23.14,103,17.36,90,10.27,4,3.05,1,0
VT,73,No,0,91,37.03,97,18.75,89,12.48,6,2.78,1,1
HI,35,No,0,102,21.11,115,10.53,100,6.11,8,3.54,2,0
WY,64,No,0,76,35.05,76,19.75,96,11.32,2,3.67,1,0
WV,63,No,0,122,22.59,62,5.7,121,7.22,2,2.67,3,0
OK,117,No,31,115,17.83,125,20.2,104,11.85,6,2.08,3,0
CT,115,No,0,97,41.65,75,21.31,124,12.16,8,3.7,1,1
UT,162,No,0,118,31.37,95,19.04,82,8.12,3,3.13,1,0
NY,89,No,0,66,15.22,104,15.24,116,10.13,1,3.32,3,0
VA,94,Yes,0,131,40.05,107,16.56,93,7.68,4,2.32,1,0
VT,129,No,0,127,31.62,96,22.3,63,4.45,6,3.11,4,0
PA,96,No,0,125,30.52,139,13.8,133,11.9,2,1.78,1,0
SC,108,No,0,105,19.04,110,16.46,93,9.4,4,1.11,4,1
MI,97,No,32,129,28.63,97,19.2,95,8.63,7,2.3,0,0
VT,84,No,42,112,36.43,107,16.0,117,15.01,10,3.05,0,0
OH,65,No,0,139,41.77,113,20.56,117,12.84,5,1.13,4,1
VT,131,No,34,134,26.62,95,6.04,120,11.78,10,3.62,1,0
IL,58,Yes,43,96,24.28,100,23.15,105,8.7,4,2.4,1,0
WI,54,No,0,119,19.86,123,10.46,101,9.79,2,3.24,1,0
GA,125,No,39,107,40.14,110,24.58,107,7.89,4,2.46,2,0
VT,72,No,21,113,23.48,83,22.11,118,6.09,2,2.21,2,0
CT,141,No,0,108,8.82,83,13.77,115,10.06,3,2.73,3,0
AZ,113,No,0,116,13.82,124,18.75,113,10.61,3,2.4,0,0
SD,20,No,35,98,29.16,127,13.01,125,7.45,3,1.92,0,0
CT,212,No,0,96,21.42,80,12.27,102,13.63,3,2.05,1,0
IN,99,Yes,0,127,33.52,92,13.26,99,9.18,6,2.67,4,0
OH,94,No,0,62,33.0,54,19.31,115,8.57,4,4.13,1,0
NY,40,No,0,105,19.67,113,10.86,91,4.84,6,2.51,1,0
NE,86,No,29,118,26.72,136,16.69,109,10.2,5,2.27,3,0
OK,101,No,0,85,45.85,86,17.65,107,9.64,15,1.22,3,1
HI,105,No,0,121,38.66,89,22.82,82,6.45,4,3.51,1,0
MD,140,Yes,27,124,32.11,102,13.68,100,8.9,5,3.11,4,0
VT,101,No,0,0,0.0,119,16.33,95,7.6,4,1.94,1,0
TX,98,No,19,87,18.79,97,19.36,84,10.96,4,2.97,1,0
AZ,104,No,0,116,28.49,112,18.63,94,9.72,2,3.16,4,0
VA,115,No,0,90,22.44,75,16.79,114,7.91,0,0.0,3,0
NE,70,No,0,86,36.28,77,17.4,101,11.55,4,1.54,1,0
KY,126,No,0,120,29.82,71,8.36,93,9.09,1,2.86,0,0
NV,87,No,39,113,14.04,63,19.07,88,7.36,1,2.57,3,0
MO,86,No,0,139,21.34,93,22.93,110,10.61,8,2.4,1,0
NJ,1,No,30,95,31.13,110,19.77,110,11.17,2,2.27,0,0
NH,133,No,0,91,27.56,94,18.03,78,11.72,5,3.29,1,0
NC,103,No,0,84,28.32,91,16.35,115,7.56,6,2.08,1,0
MT,131,No,24,60,23.1,78,19.82,121,9.48,4,2.54,1,0
LA,99,No,0,89,24.19,95,17.38,114,9.14,1,2.46,0,0
NV,27,No,0,121,30.19,92,25.23,106,8.68,3,2.05,3,0
AK,141,No,0,74,14.14,104,16.2,79,6.77,7,2.89,1,0
OH,29,Yes,37,101,39.95,79,15.58,106,6.29,7,1.54,2,0
NM,65,No,0,95,17.97,100,12.05,105,8.12,12,1.78,2,0
MI,81,Yes,0,68,25.4,98,14.61,97,9.65,3,4.83,3,1
MN,37,No,20,81,45.0,110,18.4,102,9.48,7,2.81,0,0
